0; 0.000000
10000; 2.000000
20000; 4.000000
30000; 3.000000
40000; 5.000000
50000; 7.000000
60000; 8.000000
70000; 10.000000
80000; 11.000000
90000; 13.000000
100000; 15.000000
110000; 18.000000
120000; 18.000000
130000; 20.000000
140000; 22.000000
150000; 23.000000
160000; 25.000000
170000; 26.000000
180000; 28.000000
190000; 30.000000
200000; 32.000000
210000; 33.000000
220000; 34.000000
230000; 37.000000
240000; 38.000000
250000; 48.000000
260000; 41.000000
270000; 44.000000
280000; 45.000000
290000; 46.000000
300000; 48.000000
310000; 49.000000
320000; 51.000000
330000; 52.000000
340000; 54.000000
350000; 56.000000
360000; 57.000000
370000; 59.000000
380000; 60.000000
390000; 62.000000
400000; 67.000000
410000; 67.000000
420000; 68.000000
430000; 68.000000
440000; 70.000000
450000; 71.000000
460000; 73.000000
470000; 74.000000
480000; 76.000000
490000; 77.000000
500000; 79.000000
510000; 81.000000
520000; 83.000000
530000; 88.000000
540000; 90.000000
550000; 90.000000
560000; 91.000000
570000; 92.000000
580000; 94.000000
590000; 96.000000
600000; 97.000000
610000; 97.000000
620000; 99.000000
630000; 102.000000
640000; 103.000000
650000; 104.000000
660000; 107.000000
670000; 108.000000
680000; 110.000000
690000; 112.000000
700000; 112.000000
710000; 116.000000
720000; 117.000000
730000; 117.000000
740000; 121.000000
750000; 122.000000
760000; 124.000000
770000; 126.000000
780000; 127.000000
790000; 130.000000
800000; 132.000000
810000; 133.000000
820000; 135.000000
830000; 136.000000
840000; 138.000000
850000; 139.000000
860000; 141.000000
870000; 142.000000
880000; 144.000000
890000; 146.000000
900000; 146.000000
910000; 148.000000
920000; 153.000000
930000; 153.000000
940000; 156.000000
950000; 159.000000
960000; 156.000000
970000; 160.000000
980000; 161.000000
990000; 163.000000
1000000; 163.000000
