0; 0.002000
10000; 2.463000
20000; 4.905000
30000; 8.288000
40000; 11.182000
50000; 14.611000
60000; 18.502000
70000; 23.156000
80000; 28.857000
90000; 32.659000
100000; 36.806000
110000; 40.703000
120000; 43.667000
130000; 46.524000
140000; 49.246000
150000; 53.308000
160000; 67.209000
170000; 59.956000
180000; 63.084000
190000; 66.813000
200000; 70.754000
210000; 75.892000
220000; 78.013000
230000; 81.307000
240000; 85.859000
250000; 90.070000
260000; 93.848000
270000; 99.538000
280000; 101.377000
290000; 106.576000
300000; 112.607000
310000; 118.132000
320000; 118.077000
330000; 120.651000
340000; 123.785000
350000; 128.345000
360000; 133.307000
370000; 139.916000
380000; 145.390000
390000; 149.060000
400000; 154.412000
410000; 159.090000
420000; 166.049000
430000; 169.191000
440000; 170.247000
450000; 176.653000
460000; 180.946000
470000; 185.325000
480000; 189.850000
490000; 193.450000
500000; 195.293000
510000; 201.017000
520000; 204.409000
530000; 209.529000
540000; 215.725000
550000; 216.878000
560000; 220.579000
570000; 226.139000
580000; 232.305000
590000; 229.874000
600000; 239.988000
610000; 243.109000
620000; 248.167000
630000; 249.729000
640000; 254.851000
650000; 263.271000
660000; 262.696000
670000; 270.285000
680000; 284.852000
690000; 286.762000
700000; 288.099000
710000; 283.777000
720000; 290.430000
730000; 297.406000
740000; 294.081000
750000; 304.160000
760000; 307.909000
770000; 306.751000
780000; 312.385000
790000; 317.882000
800000; 321.214000
810000; 326.246000
820000; 329.287000
830000; 329.627000
840000; 340.601000
850000; 347.796000
860000; 346.414000
870000; 359.919000
880000; 353.380000
890000; 358.250000
900000; 366.720000
910000; 370.868000
920000; 364.684000
930000; 381.579000
940000; 386.543000
950000; 387.324000
960000; 409.497000
970000; 413.110000
980000; 401.657000
990000; 413.276000
1000000; 410.862000
