0; 0.001000
10000; 1.044000
20000; 2.403000
30000; 3.755000
40000; 6.160000
50000; 7.072000
60000; 8.464000
70000; 8.559000
80000; 9.996000
90000; 11.414000
100000; 12.953000
110000; 14.137000
120000; 15.694000
130000; 16.936000
140000; 18.264000
150000; 23.504000
160000; 20.682000
170000; 24.319000
180000; 26.145000
190000; 27.748000
200000; 29.673000
210000; 32.104000
220000; 34.801000
230000; 30.192000
240000; 31.968000
250000; 32.968000
260000; 37.178000
270000; 38.987000
280000; 39.099000
290000; 38.985000
300000; 39.939000
310000; 41.286000
320000; 43.295000
330000; 44.201000
340000; 46.846000
350000; 45.597000
360000; 46.091000
370000; 46.789000
380000; 48.253000
390000; 50.610000
400000; 52.648000
410000; 52.643000
420000; 54.994000
430000; 55.988000
440000; 56.715000
450000; 58.484000
460000; 60.406000
470000; 59.898000
480000; 62.389000
490000; 70.665000
500000; 64.673000
510000; 66.437000
520000; 67.604000
530000; 68.460000
540000; 69.889000
550000; 70.631000
560000; 72.696000
570000; 73.874000
580000; 75.219000
590000; 77.417000
600000; 76.988000
610000; 79.280000
620000; 84.414000
630000; 82.581000
640000; 83.001000
650000; 87.212000
660000; 88.846000
670000; 89.487000
680000; 90.245000
690000; 93.184000
700000; 94.731000
710000; 95.310000
720000; 96.392000
730000; 98.446000
740000; 99.271000
750000; 100.324000
760000; 100.519000
770000; 102.025000
780000; 104.491000
790000; 106.139000
800000; 107.159000
810000; 107.948000
820000; 108.980000
830000; 109.773000
840000; 112.184000
850000; 112.643000
860000; 111.796000
870000; 116.057000
880000; 116.242000
890000; 119.616000
900000; 118.470000
910000; 121.321000
920000; 122.956000
930000; 119.552000
940000; 119.295000
950000; 120.646000
960000; 123.117000
970000; 121.733000
980000; 125.616000
990000; 127.111000
1000000; 128.896000
