0; 0.001000
10000; 1.128000
20000; 2.331000
30000; 3.742000
40000; 5.443000
50000; 7.380000
60000; 8.812000
70000; 10.587000
80000; 11.840000
90000; 11.486000
100000; 13.115000
110000; 14.672000
120000; 17.810000
130000; 18.592000
140000; 18.882000
150000; 21.340000
160000; 25.459000
170000; 24.891000
180000; 24.293000
190000; 26.920000
200000; 28.510000
210000; 27.669000
220000; 28.889000
230000; 30.124000
240000; 31.686000
250000; 32.433000
260000; 33.739000
270000; 35.249000
280000; 36.816000
290000; 38.635000
300000; 39.381000
310000; 40.425000
320000; 41.536000
330000; 44.256000
340000; 43.807000
350000; 45.632000
360000; 46.267000
370000; 47.676000
380000; 47.724000
390000; 49.465000
400000; 50.510000
410000; 52.667000
420000; 53.166000
430000; 53.857000
440000; 54.867000
450000; 56.588000
460000; 57.399000
470000; 59.665000
480000; 59.486000
490000; 61.599000
500000; 62.982000
510000; 64.695000
520000; 65.114000
530000; 68.851000
540000; 69.282000
550000; 69.268000
560000; 71.241000
570000; 71.764000
580000; 73.297000
590000; 74.777000
600000; 75.570000
610000; 76.536000
620000; 78.234000
630000; 82.278000
640000; 81.320000
650000; 83.135000
660000; 83.486000
670000; 83.947000
680000; 93.635000
690000; 88.221000
700000; 88.551000
710000; 89.324000
720000; 90.509000
730000; 91.547000
740000; 92.873000
750000; 95.145000
760000; 94.261000
770000; 96.662000
780000; 97.832000
790000; 100.705000
800000; 102.313000
810000; 102.532000
820000; 102.916000
830000; 105.121000
840000; 105.719000
850000; 107.906000
860000; 110.001000
870000; 108.267000
880000; 109.725000
890000; 111.429000
900000; 112.656000
910000; 115.372000
920000; 115.897000
930000; 117.842000
940000; 116.797000
950000; 120.722000
960000; 120.784000
970000; 122.292000
980000; 123.873000
990000; 124.190000
1000000; 126.505000
