1000; 0.032000
2000; 20.544000
3000; 20.589000
4000; 20.632000
5000; 20.673000
6000; 20.714000
7000; 20.755000
8000; 20.796000
9000; 20.837000
10000; 20.878000
11000; 20.920000
12000; 20.962000
13000; 21.003000
14000; 21.044000
15000; 21.086000
16000; 21.127000
17000; 21.168000
18000; 21.209000
19000; 21.251000
20000; 21.292000
21000; 21.333000
22000; 21.375000
23000; 21.416000
24000; 21.457000
25000; 21.499000
26000; 21.540000
27000; 21.581000
28000; 21.623000
29000; 21.664000
30000; 21.705000
31000; 21.746000
32000; 21.788000
33000; 21.829000
34000; 21.870000
35000; 21.912000
36000; 21.953000
37000; 21.994000
38000; 22.036000
39000; 22.077000
40000; 22.119000
41000; 22.160000
42000; 22.202000
43000; 22.243000
44000; 22.284000
45000; 22.325000
46000; 22.366000
47000; 22.407000
48000; 22.449000
49000; 22.490000
50000; 22.531000
51000; 22.572000
52000; 22.614000
53000; 22.655000
54000; 22.697000
55000; 22.738000
56000; 22.780000
57000; 22.838000
58000; 22.879000
59000; 22.920000
60000; 22.961000
61000; 23.004000
62000; 23.045000
63000; 23.086000
64000; 23.128000
65000; 23.169000
66000; 23.210000
67000; 23.251000
68000; 23.292000
69000; 23.333000
70000; 23.375000
71000; 23.416000
72000; 23.457000
73000; 23.499000
74000; 23.540000
75000; 23.581000
76000; 23.622000
77000; 23.663000
78000; 23.706000
79000; 23.747000
80000; 23.789000
81000; 23.830000
82000; 23.871000
83000; 23.913000
84000; 23.954000
85000; 23.995000
86000; 24.037000
87000; 24.078000
88000; 24.119000
89000; 24.160000
90000; 24.202000
91000; 24.243000
92000; 24.284000
93000; 24.325000
94000; 24.367000
95000; 24.408000
96000; 24.450000
97000; 24.492000
98000; 24.534000
99000; 24.575000
100000; 24.617000
101000; 24.658000
102000; 24.699000
103000; 24.740000
104000; 24.782000
105000; 24.823000
106000; 24.864000
107000; 24.905000
108000; 24.947000
109000; 24.988000
110000; 25.030000
111000; 25.071000
112000; 25.112000
113000; 25.154000
114000; 25.195000
115000; 25.236000
116000; 25.277000
117000; 25.319000
118000; 25.360000
119000; 25.403000
120000; 25.452000
121000; 25.494000
122000; 25.535000
123000; 25.576000
124000; 25.631000
125000; 25.672000
126000; 25.713000
127000; 25.755000
128000; 25.796000
129000; 25.837000
130000; 25.878000
131000; 25.919000
132000; 25.961000
133000; 26.002000
134000; 26.043000
135000; 26.084000
136000; 26.125000
137000; 26.167000
138000; 26.209000
139000; 26.250000
140000; 26.291000
141000; 26.332000
142000; 26.374000
143000; 26.416000
144000; 26.457000
145000; 26.499000
146000; 26.540000
147000; 26.581000
148000; 26.622000
149000; 26.664000
150000; 26.705000
151000; 26.746000
152000; 26.796000
153000; 26.838000
154000; 26.879000
155000; 26.920000
156000; 26.961000
157000; 27.002000
158000; 27.043000
159000; 27.084000
160000; 27.125000
161000; 27.168000
162000; 27.214000
163000; 27.256000
164000; 27.297000
165000; 27.338000
166000; 27.379000
167000; 27.420000
168000; 27.462000
169000; 27.503000
170000; 27.544000
171000; 27.585000
172000; 27.627000
173000; 27.668000
174000; 27.710000
175000; 27.752000
176000; 27.793000
177000; 27.834000
178000; 27.875000
179000; 27.917000
180000; 27.958000
181000; 27.999000
182000; 28.040000
183000; 28.082000
184000; 28.123000
185000; 28.164000
186000; 28.206000
187000; 28.247000
188000; 28.288000
189000; 28.330000
190000; 28.371000
191000; 28.413000
192000; 28.454000
193000; 28.495000
194000; 28.537000
195000; 28.578000
196000; 28.619000
197000; 28.661000
198000; 28.702000
199000; 28.743000
200000; 28.785000
201000; 28.826000
202000; 28.867000
203000; 28.909000
204000; 28.950000
205000; 28.991000
206000; 29.032000
207000; 29.074000
208000; 29.115000
209000; 29.157000
210000; 29.198000
211000; 29.240000
212000; 29.281000
213000; 29.322000
214000; 29.365000
215000; 29.406000
216000; 29.447000
217000; 29.489000
218000; 29.530000
219000; 29.571000
220000; 29.612000
221000; 29.654000
222000; 29.695000
223000; 29.736000
224000; 29.778000
225000; 29.819000
226000; 29.860000
227000; 29.901000
228000; 29.943000
229000; 29.984000
230000; 30.025000
231000; 30.067000
232000; 30.108000
233000; 30.150000
234000; 30.191000
235000; 30.313000
236000; 30.355000
237000; 30.396000
238000; 30.437000
239000; 30.478000
240000; 30.519000
241000; 30.560000
242000; 30.601000
243000; 30.645000
244000; 30.688000
245000; 30.729000
246000; 30.770000
247000; 30.820000
248000; 30.862000
249000; 30.905000
250000; 30.946000
251000; 30.987000
252000; 31.028000
253000; 31.070000
254000; 31.111000
255000; 31.152000
256000; 31.193000
257000; 31.235000
258000; 31.276000
259000; 31.317000
260000; 31.358000
261000; 31.400000
262000; 31.441000
263000; 31.482000
264000; 31.524000
265000; 31.565000
266000; 31.606000
267000; 31.648000
268000; 31.689000
269000; 31.730000
270000; 31.771000
271000; 31.813000
272000; 31.854000
273000; 31.895000
274000; 31.937000
275000; 31.978000
276000; 32.019000
277000; 32.060000
278000; 32.102000
279000; 32.143000
280000; 32.185000
281000; 32.226000
282000; 32.267000
283000; 32.309000
284000; 32.355000
285000; 32.400000
286000; 32.441000
287000; 32.482000
288000; 32.524000
289000; 32.578000
290000; 32.620000
291000; 32.661000
292000; 32.702000
293000; 32.743000
294000; 32.784000
295000; 32.825000
296000; 32.866000
297000; 32.907000
298000; 32.948000
299000; 32.989000
300000; 33.031000
301000; 33.072000
302000; 33.113000
303000; 33.155000
304000; 33.196000
305000; 33.238000
306000; 33.279000
307000; 33.320000
308000; 33.362000
309000; 33.403000
310000; 33.444000
311000; 33.485000
